ip,date,time,cik,accession,extention,code,size,norefer,noagent,find,browser
71.146.111.jcd,12/31/2006,17:40:55,1029415,0000950134-96-007090,.txtl,200,13780,0,0,1,win
152.163.100.bbb,12/31/2006,17:41:00,810509,0001144204-06-051169,v059593_ex10-6.htm,200,131174,1,0,0,win
68.209.5.jad,12/31/2006,17:41:01,34151,0000950152-06-009937,l23560ae10vq.htm,200,334848,0,0,9,win
24.227.46.bid,12/31/2006,17:41:04,1130452,0000950144-06-001479,.txt,200,1817072,0,0,1,win
64.12.116.jcf,12/31/2006,17:41:06,917321,0000950137-03-001696,.txt,200,3476,0,0,1,win
68.173.25.bic,12/31/2006,17:41:07,78536,0001021408-03-005439,dex46.txt,200,4549,0,0,5,win
152.163.101.gjc,12/31/2006,17:41:13,810509,0001144204-06-051169,.txt,200,4755,0,0,1,win
75.28.104.jde,12/31/2006,17:41:25,764478,0001104659-06-033306,a06-10808_110k.htm,304,3850,1,0,0,win
76.17.148.cef,12/31/2006,17:41:25,63908,0001104659-06-060821,a06-19506_18k.htm,200,31327,1,0,0,win
24.227.46.bid,12/31/2006,17:41:33,1130452,0000950144-06-001479,.txt,200,4652,0,0,1,win
69.230.204.fcf,12/31/2006,17:41:36,1040328,0001040328-05-000014,.txt,200,4294,0,0,4,win
209.36.244.jja,12/31/2006,17:41:40,731766,0001193125-06-038949,.txt,200,4508,0,0,1,win
69.230.204.fcf,12/31/2006,17:41:45,1040328,0001040328-05-000014,form10kamend.htm,200,1191217,0,0,9,win
71.146.111.jcd,12/31/2006,17:41:46,1027881,0000950134-96-007090,.txt,200,2553617,0,0,9,win
72.89.113.agj,12/31/2006,17:41:47,1109190,0001299933-06-008038,.txt,200,2884,0,0,1,win
206.15.203.jde,12/31/2006,17:41:53,72423,0000072423-04-000050,.txt,200,3850,0,0,1,win
74.72.226.aig,12/31/2006,17:41:53,1056835,0000911420-06-000799,.txt,200,8505,0,0,1,win
206.15.203.jde,12/31/2006,17:41:54,72423,0000072423-04-000050,ntkh804_10q.htm,304,3850,0,0,9,win
72.89.113.agj,12/31/2006,17:41:56,1109190,0001299933-06-008038,htm_16968.htm,200,15711,0,0,9,win
69.236.70.gig,12/31/2006,17:42:00,1079023,0001193125-06-248356,d10k.htm,200,1231827,0,0,9,win
68.55.243.jgj,12/31/2006,17:42:01,1051251,0001193125-06-087300,.txt,200,4664,0,0,1,win
74.72.226.aig,12/31/2006,17:42:04,1056835,0000911420-06-000785,.txt,200,8509,0,0,1,win
67.112.196.ech,12/31/2006,17:42:05,914329,0001104659-06-070268,.txt,200,3357,0,0,1,win
67.112.196.ech,12/31/2006,17:42:08,914329,0001104659-06-070268,a06-23091_18k.htm,200,23947,0,0,9,win
68.55.243.jgj,12/31/2006,17:42:09,1051251,0001193125-06-087300,dex231.htm,200,1936,0,0,9,win
74.72.226.aig,12/31/2006,17:42:10,1056835,0000911420-06-000669,.txt,200,2658,0,0,1,win
192.193.221.gge,12/31/2006,17:42:11,1015780,0001193125-06-062978,.txt,200,3897,0,0,1,win
68.55.243.jgj,12/31/2006,17:42:12,1051251,0001193125-06-087300,.txt,200,4664,0,0,1,win
72.89.113.agj,12/31/2006,17:42:12,1109190,0001299933-06-008038,.txt,200,2884,0,0,1,win
74.72.226.aig,12/31/2006,17:42:12,1056835,0000911420-06-000669,d238207465.txt,200,71073,0,0,9,win
68.55.243.jgj,12/31/2006,17:42:14,1051251,0001193125-06-087300,dex311.htm,200,8340,0,0,9,win
72.89.113.agj,12/31/2006,17:42:16,1109190,0001299933-06-007884,.txt,200,3027,0,0,1,win
192.193.221.gge,12/31/2006,17:42:17,1015780,0001193125-06-226723,.txt,200,3380,0,0,1,win
68.55.243.jgj,12/31/2006,17:42:17,1051251,0001193125-06-087300,.txt,200,4664,0,0,1,win
72.89.113.agj,12/31/2006,17:42:17,1109190,0001299933-06-007884,htm_16812.htm,200,10505,0,0,9,win
129.9.163.gfj,12/31/2006,17:42:18,1177974,0000905148-06-005468,.txt,200,665611,0,0,1,win
192.193.221.gge,12/31/2006,17:42:18,1015780,0001193125-06-226723,d10q.htm,200,1781148,0,0,9,win
152.163.100.haa,12/31/2006,17:42:19,810509,0001144204-06-051169,v059593_ex10-2.htm,200,115243,1,0,0,win
152.163.100.jdj,12/31/2006,17:42:19,810509,0001144204-06-051169,v059593_ex10-3.htm,200,117829,1,0,0,win
152.163.100.jhd,12/31/2006,17:42:19,810509,0001144204-06-051169,v059593_ex10-4.htm,200,11963,1,0,0,win
69.236.70.gig,12/31/2006,17:42:19,1079023,0001193125-06-248356,d10k.htm,304,3850,0,0,9,win
68.55.243.jgj,12/31/2006,17:42:23,1051251,0001193125-06-087300,d10k.htm,200,1178567,0,0,9,win
72.89.113.agj,12/31/2006,17:42:23,1109190,0001299933-06-007884,.txt,200,3027,0,0,1,win
72.89.113.agj,12/31/2006,17:42:26,1109190,0001299933-06-007865,.txt,200,2884,0,0,1,win
67.112.196.ech,12/31/2006,17:42:28,914329,0001104659-06-070268,.txt,200,3357,0,0,1,win
72.89.113.agj,12/31/2006,17:42:28,1109190,0001299933-06-007865,htm_16793.htm,200,13656,0,0,9,win
67.112.196.ech,12/31/2006,17:42:34,914329,0001104659-06-070268,a06-23091_1ex99d1.htm,200,634026,0,0,9,win
152.163.100.bbb,12/31/2006,17:42:36,810509,0001144204-06-051169,v059593_ex10-6.htm,200,131174,1,0,0,win
64.241.189.efc,12/31/2006,17:42:36,779991,0000940394-06-001145,.txt,200,12686,0,0,1,win
75.80.31.gjc,12/31/2006,17:42:42,6281,0000950135-06-007047,.txt,200,6294,0,0,1,win
24.227.46.bid,12/31/2006,17:42:45,1130452,0000950144-06-001479,g99532e10vk.htm,200,1776614,0,0,9,win
72.89.113.agj,12/31/2006,17:42:49,1109190,0001299933-06-007865,.txt,200,2884,0,0,1,win
64.241.189.efc,12/31/2006,17:42:54,779991,0000940394-06-001145,.txt,200,12686,0,0,1,win
72.89.113.agj,12/31/2006,17:42:54,1109190,0001299933-06-007695,.txt,200,2883,0,0,1,win
72.89.113.agj,12/31/2006,17:42:56,1109190,0001299933-06-007695,htm_16629.htm,200,8596,0,0,9,win
75.28.104.jde,12/31/2006,17:42:56,764478,0001104659-06-033306,a06-10808_110k.htm,304,3850,1,0,0,win
64.241.189.efc,12/31/2006,17:42:57,779991,0000940394-06-001145,.txt,200,40987,0,0,9,win
75.80.31.gjc,12/31/2006,17:42:57,6281,0000950135-06-007047,b63086ade10vk.htm,200,1350713,0,0,9,win
75.21.81.djf,12/31/2006,17:42:59,1062379,0000000000-06-025048,filename1.pdf,200,56881,0,0,9,win
129.9.163.gfj,12/31/2006,17:43:02,1177974,0000950123-06-014463,.txt,200,1406264,0,0,1,win
72.89.113.agj,12/31/2006,17:43:07,1109190,0001299933-06-007695,.txt,200,2883,0,0,1,win
72.89.113.agj,12/31/2006,17:43:11,1109190,0001299933-06-007139,.txt,200,3046,0,0,1,win
72.89.113.agj,12/31/2006,17:43:13,1109190,0001299933-06-007139,htm_16066.htm,200,11525,0,0,9,win
209.36.244.jja,12/31/2006,17:43:18,1054833,0001054833-06-000027,.txt,200,6652,0,0,1,win
72.89.113.agj,12/31/2006,17:43:18,1109190,0001299933-06-007139,.txt,200,3046,0,0,1,win
76.17.148.cef,12/31/2006,17:43:22,63908,0001193125-05-216482,dex99.htm,200,7781,1,0,0,win
152.163.100.bbb,12/31/2006,17:43:24,838796,0001144204-05-011087,.txt,200,3151,0,0,1,win
72.89.113.agj,12/31/2006,17:43:25,1109190,0000950153-06-002662,.txt,200,4635,0,0,1,win
24.13.56.egd,12/31/2006,17:43:26,846913,0001125282-06-004661,.txt,200,3419,0,0,1,win
203.24.19.def,12/31/2006,17:43:28,1016831,0001016831-06-000020,.txt,200,3396,0,0,1,win
64.241.189.efc,12/31/2006,17:43:28,779991,0000940394-06-001145,.txt,200,12686,0,0,1,win
72.89.113.agj,12/31/2006,17:43:29,1109190,0000950153-06-002662,p73073e10vq.htm,200,428009,0,0,9,win
64.241.189.efc,12/31/2006,17:43:30,779991,0000940394-06-001145,answer.fil,200,33941,0,0,9,win
207.162.229.haa,12/31/2006,17:43:33,1002047,0000950134-06-017363,f23476e10vq.htm,200,858281,0,0,9,win
24.13.56.egd,12/31/2006,17:43:33,846913,0001125282-06-002647,.txt,200,3437,0,0,1,win
24.13.56.egd,12/31/2006,17:43:35,846913,0001125282-06-002647,b413160_10q.txt,200,50912,0,0,9,win
209.36.244.jja,12/31/2006,17:43:39,1054833,0001054833-06-000027,form10k_12312005.htm,200,1756068,0,0,9,win
68.173.25.bic,12/31/2006,17:43:39,902978,0000950136-03-002083,file001.txt,200,43471,0,0,5,win
207.162.229.haa,12/31/2006,17:43:45,1002047,0000950134-06-004432,f16164e10vq.htm,200,763964,0,0,9,win
72.14.195.ahd,12/31/2006,17:43:49,78814,0000930413-06-007779,c45169.htm,304,3850,1,0,0,win
69.39.50.hbc,12/31/2006,17:43:50,1206401,0000931763-03-001443,ds11a.htm,200,2851118,1,0,0,win
71.146.111.jcd,12/31/2006,17:44:01,1029415,0000950134-96-007090,.txtl,200,13780,0,0,1,win
129.9.163.gfj,12/31/2006,17:44:03,1115078,0000950123-06-014463,y26343b5e424b5.htm,200,1369959,0,0,9,win
68.55.243.jgj,12/31/2006,17:44:07,1051251,0001193125-06-087300,.txt,200,4664,0,0,1,win
75.6.248.dbe,12/31/2006,17:44:08,1279495,0001279495-06-000023,.txt,200,32647,0,0,1,win
24.13.56.egd,12/31/2006,17:44:20,846913,0001125282-06-002647,.txt,200,3437,0,0,1,win
75.80.31.gjc,12/31/2006,17:44:20,6571,0001068800-06-001608,.txt,200,4294,0,0,1,win
129.9.163.gfj,12/31/2006,17:44:27,1177974,0000950123-06-014405,y26343bfwp.htm,200,12129,0,0,9,win
75.6.248.dbe,12/31/2006,17:44:27,1279495,0001279495-06-000023,.txt,200,2936,0,0,1,win
75.80.31.gjc,12/31/2006,17:44:28,6571,0001068800-06-001608,form10-q.htm,200,609124,0,0,9,win
24.13.56.egd,12/31/2006,17:44:29,846913,0001125282-06-001568,.txt,200,3995,0,0,1,win
71.146.111.jcd,12/31/2006,17:44:31,1029415,0000950134-96-007090,.txt,206,2106704,0,0,1,win
24.13.56.egd,12/31/2006,17:44:32,846913,0001125282-06-001568,b412174_10k.txt,200,183915,0,0,9,win
75.21.81.djf,12/31/2006,17:44:32,1062379,0000000000-06-030341,filename1.pdf,200,17161,0,0,9,win
72.89.113.agj,12/31/2006,17:44:34,1109190,0000950153-06-002662,.txt,200,4635,0,0,1,win
75.6.248.dbe,12/31/2006,17:44:37,1279495,0001279495-06-000023,form6kbaytex.htm,200,21085,0,0,9,win
72.89.113.agj,12/31/2006,17:44:38,1109190,0001299933-06-007029,.txt,200,3050,0,0,1,win
72.89.113.agj,12/31/2006,17:44:42,1109190,0001299933-06-007029,htm_15958.htm,200,9813,0,0,9,win
72.89.113.agj,12/31/2006,17:44:49,1109190,0001299933-06-007029,.txt,200,3050,0,0,1,win
71.146.111.jcd,12/31/2006,17:44:52,1029415,0000950134-97-000721,.txt,200,702876,0,0,1,win
72.89.113.agj,12/31/2006,17:44:54,1109190,0001299933-06-006422,.txt,200,3046,0,0,1,win
72.89.113.agj,12/31/2006,17:44:56,1109190,0001299933-06-006422,htm_15380.htm,200,12602,0,0,9,win
75.6.248.dbe,12/31/2006,17:45:11,1279495,0001279495-06-000021,.txt,200,56956,0,0,1,win
152.163.100.bbb,12/31/2006,17:45:16,838796,0001144204-05-011087,.txt,200,3151,0,0,1,win
69.39.50.hbc,12/31/2006,17:45:32,1206401,0001193125-03-011435,.txt,200,2566,0,0,1,win
75.22.31.cga,12/31/2006,17:45:37,1067983,0000914260-06-000191,.txt,200,6028,0,0,1,win
75.21.81.djf,12/31/2006,17:45:38,1062379,0000000000-06-034045,filename1.pdf,200,13762,0,0,9,win
75.80.31.gjc,12/31/2006,17:45:53,1067428,0001205613-06-000036,.txt,200,19283,0,0,1,win
207.162.229.haa,12/31/2006,17:45:54,1002047,0000950134-06-004432,.txt,200,4829,0,0,1,win
68.173.25.bic,12/31/2006,17:46:02,831114,0001193125-06-261753,d485bpos.htm,200,7261285,0,0,5,win
75.6.248.dbe,12/31/2006,17:46:25,1279495,0001104659-06-060797,.txt,200,2901,0,0,1,win
75.6.248.dbe,12/31/2006,17:46:34,1279495,0001104659-06-060797,a06-19569_16k.htm,200,23082,0,0,9,win
24.13.56.egd,12/31/2006,17:46:35,846913,0001125282-06-001568,.txt,200,3995,0,0,1,win
71.255.71.hbh,12/31/2006,17:46:35,1065728,0001188112-06-003784,.txt,200,2797,0,0,1,win
71.255.71.hbh,12/31/2006,17:46:39,1065728,0001188112-06-003784,t12569_8k.txt,200,9480,0,0,9,win
152.163.100.jdj,12/31/2006,17:46:45,854858,0000854858-04-000007,.txt,200,484070,0,0,9,win
75.80.31.gjc,12/31/2006,17:46:46,1067428,0001205613-06-000036,aga20f_main.htm,200,3666601,0,0,9,win
74.66.248.cha,12/31/2006,17:46:47,1363455,0001193125-06-163899,.txt,200,3595,0,0,1,win
152.163.100.dfh,12/31/2006,17:46:48,1309140,0000909012-06-000369,t302466.htm,200,541188,0,0,9,win
71.235.83.abj,12/31/2006,17:46:57,1120096,0001144204-06-043842,.txt,200,10087,0,0,1,win
24.13.56.egd,12/31/2006,17:46:59,846913,0001125282-06-001568,.txt,200,3995,0,0,1,win
24.13.56.egd,12/31/2006,17:47:01,846913,0001125282-06-001568,b412174_10k.txt,304,3850,0,0,9,win
71.235.83.abj,12/31/2006,17:47:01,1120096,0001144204-06-043842,v055516_8k.htm,200,687246,0,0,9,win
68.209.5.jad,12/31/2006,17:47:03,1039065,0001193125-06-228535,.txt,200,3622,0,0,1,win
68.209.5.jad,12/31/2006,17:47:10,1039065,0001193125-06-228535,d10q.htm,200,414806,0,0,9,win
207.162.229.haa,12/31/2006,17:47:14,1002047,0001157523-06-005570,a5156506ex991.txt,200,40451,0,0,9,win
69.39.50.hbc,12/31/2006,17:47:17,1206401,0000931763-03-001443,.txt,200,4036,0,0,1,win
152.163.100.aej,12/31/2006,17:47:23,854858,0000854858-04-000007,.txt,200,2784,0,0,1,win
70.251.135.eij,12/31/2006,17:47:43,879338,0001062993-06-004166,exhibit99-5.htm,200,1234560,1,0,0,win
152.163.100.bbi,12/31/2006,17:47:46,854858,0000854858-06-000009,.txt,200,2827,0,0,1,win
24.13.56.egd,12/31/2006,17:48:00,846913,0001125282-06-001568,.txt,200,3995,0,0,1,win
75.3.50.bgg,12/31/2006,17:48:06,754737,0001047469-06-003636,.txt,200,7929,0,0,1,win
75.3.50.bgg,12/31/2006,17:48:14,754737,0001047469-06-003636,a2168382zdef14a.htm,200,994712,0,0,9,win
207.237.4.dda,12/31/2006,17:48:18,1113247,0000950135-06-007102,.txt,200,6014,0,0,1,win
71.250.149.ihh,12/31/2006,17:48:19,880641,0001193125-06-234721,.txt,200,3409,0,0,1,win
207.237.4.dda,12/31/2006,17:48:21,1113247,0000950135-06-007102,c08573e10vk.htm,304,3850,0,0,9,win
71.250.149.ihh,12/31/2006,17:48:22,880641,0001193125-06-234721,d10q.htm,200,461404,0,0,9,win
76.17.148.cef,12/31/2006,17:48:45,63908,0000063908-05-000064,exhibit99.htm,200,14326,1,0,0,win
198.80.208.eag,12/31/2006,17:49:00,1017022,0000950123-06-003992,.txt,200,9897,0,0,1,win
75.21.81.djf,12/31/2006,17:49:07,1062379,0000950123-06-008375,filename1.htm,200,12759,0,0,9,win
75.3.50.bgg,12/31/2006,17:49:11,754737,0001047469-06-003636,.txt,200,7929,0,0,1,win
198.80.208.eag,12/31/2006,17:49:13,1017022,0000950123-06-003992,y18864e10vk.htm,200,2098062,0,0,9,win
192.200.5.fca,12/31/2006,17:49:14,1273352,0001193125-04-001086,.txt,200,18137,0,0,1,win
192.200.5.fca,12/31/2006,17:49:16,1121026,0001193125-04-001086,ds4a.htm,200,99355,0,0,9,win
192.200.5.fca,12/31/2006,17:49:23,1273352,0001193125-03-098384,.txt,200,23571,0,0,1,win
192.200.5.fca,12/31/2006,17:49:25,1121026,0001193125-03-098384,ds4.htm,200,2147297,0,0,9,win
75.21.81.djf,12/31/2006,17:49:25,1062379,0001062379-06-000076,filename1.txt,200,4544,0,0,9,win
192.200.5.fca,12/31/2006,17:49:48,1283699,0001193125-06-109756,.txt,200,6384,0,0,1,win
64.241.189.efc,12/31/2006,17:49:48,779991,0000940394-06-001145,.txt,200,12686,1,0,0,win
192.200.5.fca,12/31/2006,17:49:51,1121026,0001193125-06-109756,d10k.htm,200,2223095,0,0,9,win
192.200.5.fca,12/31/2006,17:49:57,1121026,0001193125-06-109756,.txt,200,6384,0,0,1,win
69.39.50.hbc,12/31/2006,17:50:06,1206401,0000931763-03-001443,.txt,206,2099116,0,0,9,win
72.177.205.ach,12/31/2006,17:50:08,1119811,0001035704-01-000295,.txt,200,3786,0,0,1,win
72.177.205.ach,12/31/2006,17:50:14,1119811,0001035704-01-000295,h85425e10-k405.txt,200,311478,0,0,9,win
152.163.100.jeh,12/31/2006,17:50:24,1015780,0000315066-06-005510,.txt,200,3418,1,0,0,win
67.135.121.ggf,12/31/2006,17:50:32,1011290,0001140361-06-016135,.txt,200,2849,0,0,1,win
67.135.121.ggf,12/31/2006,17:50:35,1011290,0001140361-06-016135,formnt10q.htm,200,51182,0,0,9,win
69.39.50.hbc,12/31/2006,17:50:35,1206401,0000931763-03-001443,.txt,200,4036,0,0,1,win
71.231.248.fhc,12/31/2006,17:50:38,707604,0000707604-98-000004,.txt,200,217663,1,0,0,win
72.196.254.def,12/31/2006,17:50:39,1800,0001047469-06-003960,.txt,200,6510,0,0,1,win
192.200.5.fca,12/31/2006,17:50:40,1290969,9999999997-04-022995,.txt,200,2570,0,0,1,win
72.177.205.ach,12/31/2006,17:50:42,1119811,0001035704-01-000295,.txt,200,3786,0,0,1,win
76.17.148.cef,12/31/2006,17:50:43,1042187,0001144204-06-054879,v061084_s1.htm,200,3596443,1,0,0,win
72.177.205.ach,12/31/2006,17:50:45,1119811,0001035704-01-000295,h85425e10-k405.txt,304,3850,0,0,9,win
75.21.81.djf,12/31/2006,17:50:49,1012393,0000000000-06-000722,filename1.txt,200,8832,0,0,9,win
71.250.149.ihh,12/31/2006,17:50:56,880641,0001193125-06-234721,.txt,200,3409,0,0,1,win
72.196.254.def,12/31/2006,17:50:58,1800,0001047469-06-003960,a2167434zdef14a.htm,200,223405,0,0,9,win
4.161.191.geh,12/31/2006,17:51:05,1015780,0000315066-06-005510,.txt,200,3418,0,0,9,win
75.21.81.djf,12/31/2006,17:51:15,1012393,0000000000-06-000722,.txt,200,2489,0,0,4,win
75.21.81.djf,12/31/2006,17:51:32,1012393,0000000000-06-011739,filename1.txt,200,3732,0,0,9,win
75.21.81.djf,12/31/2006,17:51:35,1012393,0000000000-06-011739,.txt,200,2488,0,0,4,win
66.75.158.edf,12/31/2006,17:51:41,1145839,0001125282-06-007041,.txt,200,2690,0,0,1,win
75.21.81.djf,12/31/2006,17:51:41,1012393,0000000000-06-051645,.txt,200,2645,0,0,4,win
66.75.158.edf,12/31/2006,17:51:42,1145839,0001125282-06-007041,b415731_13f-hr.txt,200,11336,0,0,9,win
76.17.148.cef,12/31/2006,17:51:42,1383183,0001019687-06-003153,combimatrix_s1-ex1002.htm,200,786609,1,0,0,win
